Year,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,21093,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8.1,,,7.2,9.1,36465,POINT (-76.64085544 39.43980014),21093,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21093,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.3,,,2.1,2.5,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21093,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,26.9,,,26.5,27.4,36465,POINT (-76.64085544 39.43980014),21093,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21093,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.2,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21093,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.1,,,4.9,7.7,36465,POINT (-76.64085544 39.43980014),21093,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21093,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.3,36465,POINT (-76.64085544 39.43980014),21093,DISABLT,VISION,CrdPrv,Vision Disability
2021,21102,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,5.4,7.8,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21102,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.7,,,23.5,29.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21102,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.3,,,14.5,20,11751,POINT (-76.84670632 39.68682354),21102,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21102,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.4,,,28,34.7,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21102,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77,,,73.4,79.8,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21102,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.9,,,6.3,7.5,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21102,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.6,10.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21102,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,86.5,,,85.4,87.5,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21102,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.5,5.7,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21102,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.4,,,68,75.9,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21102,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.8,,,85.7,89.6,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21102,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.6,,,9.2,12.2,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21102,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.6,,,68.8,72.3,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21102,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.9,,,5.1,6.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,COPD,CrdPrv,COPD
2020,21102,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.4,,,36.9,46.3,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21102,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,36.8,,,33.3,40.4,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21102,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,14.3,,,11.9,17,11751,POINT (-76.84670632 39.68682354),21102,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21102,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,68.4,,,66,70.6,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21102,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21,,,18,24,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21102,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,9,,,7.8,10.3,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21102,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.3,,,20.4,26.5,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21102,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.8,,,11.1,14.7,11751,POINT (-76.84670632 39.68682354),21102,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21102,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,5.5,,,4.9,6.1,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21102,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37,,,33.2,40.4,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21102,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.7,,,5,6.5,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21102,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.8,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21102,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.2,,,17.1,23.6,11751,POINT (-76.84670632 39.68682354),21102,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21102,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.7,,,76.5,80.7,11751,POINT (-76.84670632 39.68682354),21102,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21102,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.8,,,13,16.6,11751,POINT (-76.84670632 39.68682354),21102,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21102,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.4,,,9.1,12,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21102,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.3,,,28.2,37.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21102,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.8,,,8.5,11,11751,POINT (-76.84670632 39.68682354),21102,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21102,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3.1,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21102,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.5,,,27.6,29.3,11751,POINT (-76.84670632 39.68682354),21102,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21102,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.4,2.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21102,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.6,,,7.5,11.9,11751,POINT (-76.84670632 39.68682354),21102,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21102,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,3.4,,,3,3.9,11751,POINT (-76.84670632 39.68682354),21102,DISABLT,VISION,CrdPrv,Vision Disability
2021,21104,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,4.7,,,3.9,5.6,4601,POINT (-76.904959 39.34548434),21104,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21104,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,23.3,,,21,25.7,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21104,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,16,,,14,18,4601,POINT (-76.904959 39.34548434),21104,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21104,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,29.3,,,26.7,31.8,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21104,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,76.6,,,73.7,79,4601,POINT (-76.904959 39.34548434),21104,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21104,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.3,7.3,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21104,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.3,10,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21104,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,87.4,,,86.4,88.5,4601,POINT (-76.904959 39.34548434),21104,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21104,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.2,,,3.8,4.6,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21104,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,73.3,,,70.2,76,4601,POINT (-76.904959 39.34548434),21104,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21104,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,90.3,,,88.9,91.6,4601,POINT (-76.904959 39.34548434),21104,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21104,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,8.2,,,7.2,9.2,4601,POINT (-76.904959 39.34548434),21104,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21104,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,73.6,,,72,75.2,4601,POINT (-76.904959 39.34548434),21104,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,21104,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.4,,,3.8,5.1,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,COPD,CrdPrv,COPD
2020,21104,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,47.9,,,43.9,52,4601,POINT (-76.904959 39.34548434),21104,PREVENT,COREM,CrdPrv,Core preventive services for older men
2020,21104,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,46.7,,,43,50.1,4601,POINT (-76.904959 39.34548434),21104,PREVENT,COREW,CrdPrv,Core preventive services for older women
2021,21104,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,10.1,,,8.4,11.9,4601,POINT (-76.904959 39.34548434),21104,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2020,21104,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,74.8,,,73,76.7,4601,POINT (-76.904959 39.34548434),21104,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,21104,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.3,,,17.1,21.5,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,21104,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8,,,7.1,8.9,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,21104,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,18.3,,,16.2,20.4,4601,POINT (-76.904959 39.34548434),21104,DISABLT,DISABILITY,CrdPrv,Any Disability
2021,21104,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,9.8,,,8.7,11.2,4601,POINT (-76.904959 39.34548434),21104,HLTHSTAT,GHLTH,CrdPrv,General Health
2021,21104,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,4.5,,,4.1,5,4601,POINT (-76.904959 39.34548434),21104,DISABLT,HEARING,CrdPrv,Hearing Disability
2021,21104,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37.3,,,34.5,40,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,21104,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,4.3,,,3.8,4.9,4601,POINT (-76.904959 39.34548434),21104,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2021,21104,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.4,,,2.2,2.5,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2021,21104,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,15.9,,,13.8,18,4601,POINT (-76.904959 39.34548434),21104,RISKBEH,LPA,CrdPrv,Physical Inactivity
2020,21104,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.2,,,77.2,81,4601,POINT (-76.904959 39.34548434),21104,PREVENT,MAMMOUSE,CrdPrv,Mammography
2021,21104,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.5,,,11.3,13.9,4601,POINT (-76.904959 39.34548434),21104,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2021,21104,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,8.1,,,7.2,9.1,4601,POINT (-76.904959 39.34548434),21104,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2021,21104,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,30.4,,,26.7,33.8,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,21104,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,8,,,7.2,9,4601,POINT (-76.904959 39.34548434),21104,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2021,21104,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.2,,,1.9,2.4,4601,POINT (-76.904959 39.34548434),21104,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2020,21104,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.3,,,27.4,29.2,4601,POINT (-76.904959 39.34548434),21104,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,21104,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,,,2,2.4,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,STROKE,CrdPrv,Stroke
2020,21104,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.1,,,4.7,7.8,4601,POINT (-76.904959 39.34548434),21104,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,21104,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.7,,,2.4,3,4601,POINT (-76.904959 39.34548434),21104,DISABLT,VISION,CrdPrv,Vision Disability
2021,21105,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.6,,,5.5,10.1,65,POINT (-76.65129637 39.71394077),21105,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,21105,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,17.6,,,15.8,19.7,65,POINT (-76.65129637 39.71394077),21105,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,21105,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19,,,16.6,21.4,65,POINT (-76.65129637 39.71394077),21105,RISKBEH,BINGE,CrdPrv,Binge Drinking
2021,21105,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.7,,,21.5,26,65,POINT (-76.65129637 39.71394077),21105,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,21105,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,70.4,,,67.1,73.4,65,POINT (-76.65129637 39.71394077),21105,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,21105,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.1,,,4.6,5.7,65,POINT (-76.65129637 39.71394077),21105,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,21105,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.1,10.3,65,POINT (-76.65129637 39.71394077),21105,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2020,21105,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.2,,,80.7,87.5,65,POINT (-76.65129637 39.71394077),21105,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2021,21105,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.5,,,2.9,4.1,65,POINT (-76.65129637 39.71394077),21105,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2021,21105,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,70.1,,,66.6,73.2,65,POINT (-76.65129637 39.71394077),21105,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2021,21105,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.6,,,81.5,87.3,65,POINT (-76.65129637 39.71394077),21105,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2021,21105,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10,,,8,12.5,65,POINT (-76.65129637 39.71394077),21105,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2020,21105,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.6,,,71,78.1,65,POINT (-76.65129637 39.71394077),21105,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
